"Index","Venue.ID","Event.Venue","Event.City","Event.Address","Event.Lon","Event.Lat"
"258",257,686157,"Colonial Grille","Irwin"," 333 Main St",-79.710684,40.332601
"259",258,24073177,"Firepit Wood Fired Grill","Irwin"," 8933 Route 30",-79.691055,40.32016
"260",259,23849762,"Dave & Buster's","Homestead"," 180 Waterfront Dr E",-79.914917,40.410522
"261",260,674810,"Friends Meeting House","Pittsburgh"," 4836 Ellsworth Ave",-79.94622,40.44937
"262",261,10137112,"Online Event","Pittsburgh"," Internet",-79.995888,40.440624
"263",262,24133755,"The Artist\'s Gallery","Bellevue"," 31 North Balph Avenue",-80.055328,40.496159
"264",263,1570751,"Vincent's of Greentree","Pittsburgh"," 333 Mansfield Avenue",-80.049942,40.421661
"265",264,1043879,"Allegheny Cemetery","Pittsburgh"," 4734 Butler Street ",-79.95767,40.47459
"266",265,14588162,"Carrie Furnaces","Rankin"," Rankin PA",-79.878464,40.407497
"267",266,674855,"Vincent's Greentree","Pittsburgh"," 333 Mansfield Ave",-80.05061,40.42152
"268",267,3113461,"Italian Village Pizza","McMurray"," 3905 Washington Road",-80.127556,40.271793
"269",268,23918422,"Armstrong Field","Pittsburgh"," 13th Street/Sarah",0,0
"270",269,23935061,"Junction Hollow Field","Pittsburgh"," Boundary St",0,0
"271",270,1238543,"FlagStaff Hill","Oakland"," 1 Schenley Park ",-79.954377,40.442048
"272",271,23647886,"Carmella's Plates & Pints","Pittsburgh"," 1908 E Carson St",-79.978737,40.428658
"273",272,16905892,"Butcher and The Rye","Pittsburgh"," 212 6th Street",-80.002068,40.442333
"274",273,1575754,"Marriott City Center - Pittsburgh","Pittsburgh"," 112 Washington Place",-79.992439,40.439758
"275",274,1134091,"Cheesecake Factory","Pittsburgh"," Southside Works",-79.965233,40.427914
"276",275,8387302,"Houlihan\'s","Pittsburgh"," 1500 Washington Rd",-80.050346,40.357605
"277",276,14757012,"Rumfish Grille","Bridgeville"," 1155 Washington Pike (Great Southern Shopping Center)",-80.110054,40.356182
"278",277,22627552,"Shaler Area Middle School","Glenshaw"," 1800 Mount Royal Blvd",-79.9636,40.526718
"279",278,1099760,"Legacy Lanes","Pittsburgh"," 5024 Curry Rd",-79.995625,40.349767
"280",279,24048748,"Atria\'s","Pittsburgh"," 103 Federal St",-80.004074,40.447712
"281",280,8773432,"Mitchell's Fish Market","Pittsburgh"," 1500 Washington Road",-80.050346,40.357605
"282",281,19225842,"Walnut Grill","Bridgeville"," 1595 Washington Pike",-80.094536,40.382366
"283",282,1324446,"Atria's","Mt. Lebanon"," 110 Beverly Road",-80.04688,40.39378
"284",283,24145935,"Glen's Custard","Springdale"," 400 Pittsburgh Street",-79.788208,40.540985
"285",284,3742912,"Josephine St & S 21st St Pittsburgh PA 15203","Pittsburgh"," Josephine St & S 21st St Pittsburgh PA 15203",-79.976605,40.424941
"286",285,1344683,"Crazy Mocha - (412) 521-1056","Pittsburgh"," Squirrel Hill (corner of Hobart & Murray)",-79.917404,40.432976
"287",286,10091662,"Carnegie Library of Pittsburgh - East Liberty Branch","Pittsburgh"," 130 South Whitfield Street",-79.926399,40.460884
"288",287,10681362,"Soergel Orchards","Wexford"," 2573 Brandt School Road",-80.092499,40.615013
"289",288,24071905,"Wexford Health + Wellness Pavilion","Wexford 15090"," 12311 Perry Highway",-80.063583,40.635849
"290",289,10910102,"Pittsburgh Tech Council","Pittsburgh"," 2000 Technology Drive #100 ",-79.970299,40.434158
"291",290,13720702,"Township of Upper St. Clair Library","Upper St. Clair"," 1820 McLaughlin Run Road",-80.074104,40.335747
"292",291,4915282,"McLaughlin Run Road Recreation Center Room","Upper St Clair"," 1770 McLaughlin Run Road",-80.074348,40.335861
"293",292,24061896,"Highland Park Volleyball Courts","Pittsburgh"," Lake Drive",-79.911377,40.479172
"294",293,23485143,"Butcher and the Rye","Pittsburgh"," 212 6th St",-79.936012,40.495636
"295",294,1362732,"Silky's","Pittsburgh"," 1731 Murray Avenue",-79.922821,40.437069
"296",295,1219097,"Iceoplex at Southpointe ","Canonsburg"," 114 Southpointe Blvd. ",-80.171205,40.298311
"297",296,24037901,"American Serbian Club of Pittsburgh","Pittsburgh"," 2524 Sarah St",-79.969261,40.426594
"298",297,19939642,"AlphaLab Gear","Pittsburgh"," 6024 Broad Street",-79.923996,40.46228
"299",298,24013247,"Alphalab","Pittsburgh"," 6024 Broad St. 3rd Floor",-79.923996,40.46228
"300",299,19617192,"TechShop Pittsburgh","Pittsburgh"," 192 Bakery Sqaure Blvd",-79.915718,40.456963
"301",300,706466,"Carnegie Mellon University","Pittsburgh"," 5000 Forbes Ave",-79.942892,40.444579
"302",301,24151238,"BloomBoard","Pittsburgh"," 5410 Walnut Street Suite 200",-79.93536,40.45082
"303",302,12407112,"The Hardware Store - Where media professionals startups and nonprofits collaborate","Pittsburgh"," 744 E. Warrington Ave.",-79.99408,40.421764
"304",303,24021701,"Hotel Monaco - Sheffield Ballroom","Pittsburgh"," 620 William Penn Place",-79.996384,40.44157
"305",304,24106427,"Hartwood Acres Park ","Pittsburgh"," (GPS: 4070 Middle Road Allison Park PA. 15101",-79.995888,40.440624
"306",305,487882,"El Campesino","Canonsburg"," 4175 Washington Rd.",-80.13265,40.263077
"307",306,795889,"Gaetano's Restaurant","Pittsburgh"," 1617 Banksville Rd",-80.031599,40.409787
"308",307,6195892,"40th Street Bridge Lawrenceville","Pittsburgh"," 40th Street",-79.960884,40.46759
"309",308,24042969,"St. John's Lutheran Cemetery","Pittsburgh"," Spring Hill - City View Buente Street 15212",0,0
"310",309,1368063,"Squaw Valley Park","Fox Chapel "," Fox Chapel Road",-79.87956,40.525473
"311",310,313464,"Arsenal Park","Pittsburgh"," 40th St",-79.96139,40.46793
"312",311,1396263,"Frank Curto Park","Pittsburgh"," Bigelow Blvd",-79.975934,40.451418
"313",312,729514,"National Aviary","Pittsburgh"," W Commons",-80.007393,40.451449
"314",313,2211961,"ECKANKAR Center of Western PA ","Monroeville"," 4290 Old William Penn Hwy ",-79.778069,40.442753
"315",314,1035990,"Diesel Club Lounge","Pittsburgh"," 1601 E. Carson Street",-79.982594,40.429036
"316",315,1120340,"Absolute Ballroom Dancing","Pittsburgh"," 6617 Hamilton Ave",-79.909891,40.457782
"317",316,23488720,"Steel Cactus","Pittsburgh"," 1831 E Carson St",-79.979332,40.428696
"318",317,18344942,"Skybar Pittsburgh","Pittsburgh"," 1601 East Carson Street Sky Level",-79.982552,40.428871
"319",318,3865112,"Ross Township Municipal Center","Pittsburgh"," 1000 Ross Municipal Road",-80.007423,40.51635
"320",319,1423688,"Sharon Community Presbyterian Church","Moon Township"," 522 Carnot Road",-80.220627,40.513222
"321",320,1558061,"Heritage Valley Sewickley","Sewickley"," 720 Blackburn Road",-80.177643,40.543304
"322",321,981790,"Mount Lebanon Public Library","Pittsburgh"," 16 Castle Shannon Blvd ",-80.045384,40.377195
"323",322,17012432,"Carnegie Library of Pittsburgh - Downtown & Business Branch","Pittsburgh"," 612 Smithfield Street",-79.99752,40.44175
"324",323,16440832,"Dormont Library","Pittsburgh"," 2950 W Liberty Ave Pittsburgh PA 15216",-80.035957,40.394169
"325",324,674831,"Andy Warhol Museum ","Pittsburgh"," 117 Sandusky St",-80.002678,40.448498
"326",325,24032123,"Independance Twp. Community Center","Aliquippa 15001"," 116 School Rd. ",-80.327858,40.543999
"327",326,952689,"Monroeville Public Library","Monroeville "," 4000 Gateway Campus Boulevard",-79.752569,40.430062
"328",327,9023432,"Bicycle Heaven Museum","Pittsburgh"," 1800 Preble & Columbus Ave in the RJ Casey Industrial Park",-80.03286,40.456837
"329",328,24102403,"corner of Washington Road and Academy Avenue","Pittsburgh"," Mt Lebanon",-80.039612,40.367741
"330",329,3789242,"Elks Lodge","Pittsburgh"," 400 Cedar Avenue",-80.000793,40.451824
"331",330,293803,"Frick Art & Historical Center/ Gardens","Pittsburgh"," 7227 Reynolds St",-79.90286,40.446342
"332",331,23249832,"Yoga Digs ","Pittsburgh"," 1224 E Carson St. 3rd floor (use 13th st entrance)",-79.986038,40.428734
"333",332,986923,"Riverview Park","Pittsburgh"," 1 Riverview Ave",-80.014664,40.484368
"334",333,376852,"MARILYN\'S","Wexford"," 9848 COVERED WAGON CT",-80.045403,40.591145
"335",334,18632532,"Youtopia dance studio","Pittsburgh"," 1918 Murray Avenue",-79.922905,40.435703
"336",335,1102185,"Carnegie Music Hall","Pittsburgh"," 4400 Forbes Ave",-79.950626,40.443628
"337",336,24186324,"East Liberty Presbyterian Church","Pittsburgh"," 116 S. Highland Avenue",-79.925591,40.461006
"338",337,24137944,"Rodef Shalom Congregation","Pittsburgh"," 4905 5th Avenue Pittsburgh PA 15213",-79.943367,40.447903
"339",338,24167149,"Alumni Hall Connolly Ballroom","Pittsburgh"," The University of Pittsburgh",-79.953171,40.444256
"340",339,12909212,"Dobra Tea","Pittsburgh"," 1937 Murray Ave Pittsburgh Pennsylvania",-79.922806,40.434963
"341",340,24009567,"Mellon Square Park","Pittsburgh"," 529 -540 Smithfield St",-79.997467,40.438339
"342",341,295623,"Schenley Plaza","Pittsburgh"," 4100 Forbes Ave",-79.95211,40.443535
"343",342,1017057,"Hartwood Acres Amphitheater","Allison Park"," 4000 Middle Road",-79.928058,40.569818
"344",343,1080982,"Keystone Oaks High School","Pittsburgh"," 1000 Kelton Ave",-80.03451,40.388942
"345",344,24094014,"Under the tent at Schenley Plaza","Pittsburgh"," 4100 Forbes Ave Pittsburgh PA 15260",-79.952126,40.443531
"346",345,808122,"The Galleria","Mt. Lebanon"," Washington Rd",-80.049419,40.369177
"347",346,14797382,"Children\'s Museum of Pittsburgh","Pittsburgh"," 10 Children\'s Way",-80.006416,40.452835
"348",347,15469772,"Boyce-Mayview Park","Upper St. Clair"," 1531 Mayview Road",-80.110542,40.336761
"349",348,3814592,"AMC Loews Waterfront 22","West Homestead"," 300 Waterfront Drive West",-79.918976,40.407063
"350",349,4454242,"Soldiers And Sailors Memorial Hall","Pittsburgh"," 4141 Fifth Avenue",-79.95536,40.444065
"351",350,23538792,"Schwartz Living Market","Pittsburgh"," 1317 East Carson Street",-79.984566,40.429134
"352",351,23961730,"Mellon Park ","Pittsburgh"," Shady Ave & 5th",-79.920738,40.452892
"353",352,1114957,"Elk\'s Lodge 339","Pittsburgh"," 400 Cedar Avenue",-80.000799,40.451826
"354",353,20911842,"James Street","Pittsburgh"," 422 Foreland Street",-80.001274,40.454563
"355",354,23499698,"Pittsburgh New Church","Pittsburgh"," 299 Le Roi Rd",-79.903923,40.44762
"356",355,23786211,"The Fitness Barre","Cranberry Twp."," 132 Graham Park Dr. Ste. 100 Cranberry Twp. PA 16066",0,0
"357",356,977544,"Carnegie Museum of Art","Pittsburgh"," 4400 Forbes Ave",-79.949267,40.444139
"358",357,23988024,"Multi-Family and local church included","McKees Rocks"," Corner of Ella St and Shingiss Streets",-80.057388,40.465542
"359",358,23874665,"HYATT house Pittsburgh-South Side","Pittsburgh"," 2795 S Water St",-79.963982,40.428028
"360",359,23683436,"Room A115 Crabtree Hall School of Public Health","Pittsburgh"," The University of Pittsburgh",-79.953972,40.440609
"361",360,5602632,"Assembly Room - William Pitt Union","Pittsburgh"," 3959 5th Avenue",-79.955009,40.443687
"362",361,21116272,"Arcade Comedy Theater","Pittsburgh"," 811 Liberty Aveune 15222",0,0
"363",362,708815,"South Park Amphitheatre","South Park"," Brownsville Rd",-80.007857,40.290488
"364",363,21653462,"Carnegie Library of Pittsburgh - Allegheny ","Pittsburgh"," 1230 Federal Street",-80.006615,40.456394
"365",364,24025425,"824: The Consignment Shop","Pittsburgh"," 824 Brookline Blvd",-80.019531,40.393013
"366",365,23892914,"The Outdoor Classroom","Pittsburgh"," 1531 Mayview Rd ",-80.110611,40.336674
"367",366,872309,"Frick Fine Arts Auditorium","Pittsburgh"," University of Pittsburgh",-79.959839,40.444595
"368",367,23752680,"Carnegie Library of Pittsburgh - Main","Pittsburgh"," 4400 Forbes Avenue",-79.948845,40.443424
"369",368,15309262,"Arsenal Park","Pittsburgh"," 39th Street",-79.962784,40.466797
"370",369,23834479,"The Homewood Cemetery","Pittsburgh"," 1599 South Dallas Avenue",0,0
"371",370,945930,"Cedar Creek Park","Rostraver"," Route 51",-79.802686,40.175531
"372",371,24066471,"Frick Park","Pittsburgh"," Beechwood Blvd and Nicholson Street",-79.915222,40.430298
"373",372,24077791,"Mellon Park","Pittsburgh "," Corner Of 5th and Shady Ave",-79.920715,40.452885
"374",373,5581882,"Room 125 Frick Fine Arts Building","Pittsburgh"," University of Pittsburgh",-79.959839,40.444595
"375",374,24152495,"Nordy\'s Place William Pitt Union","Pittsburgh"," The University of Pittsburgh",-79.953171,40.444256
"376",375,23624929,"Youtopia Studio","Squirrel Hill"," 1918 Murray Ave",-79.922905,40.435703
"377",376,995195,"Brookline Library ","Pittsburgh"," 708-710 Brookline Blvd.",-80.02137,40.394427
"378",377,6759402,"Dons\' place","Bridgeville "," 447 Montgomery ave",-80.095688,40.373882
"379",378,1929781,"Our Lady of the Angels Parish","Pittsburgh"," 225 37th Street",-79.963943,40.465851
"380",379,24051015,"Big Knob Grange","Rochester"," 336 Grange Rd",-80.216537,40.72319
"381",380,1060183,"Primanti Brothers","Pittsburgh"," 46 18th St",-79.985589,40.450736
"382",381,13934212,"Algonquin Grove - Settler\'s Cabin Park","Pittsburgh"," 1225 Greer Rd.",-80.161545,40.434818
"383",382,24059211,"Carnegie Library-Downtown Branch","Pittsburgh"," 612 Smithfield St",-79.997383,40.441776
"384",383,1006725,"Schenley Park Flagstaff Hill","Pittsburgh"," 4500 Schenley Dr.",-79.947199,40.440169
"385",384,24067670,"Frick Fine Arts Building Coister","Pittsburgh"," The University of Pittsburgh",-79.953972,40.440609
"386",385,12595442,"Frick Environmental Center ","Pittsburgh"," 2005 Beechwood Boulevard",-79.909081,40.43597
"387",386,12289292,"CMU McConomy Auditorium","Pittsburgh"," 5032 Forbes Avenue",-79.942072,40.444466
"388",387,18691112,"Alumi Concert Hall","Pittsburgh"," CMU",-79.941872,40.44112
"389",388,23611170,"Porter Hall 100","Pittsburgh"," 100 Frew Street",-79.941994,40.440399
"390",389,23524084,"Phipps Conservatory and Botanical Gardens","Pittsburgh"," 1 Schenley Park",-79.952049,40.434238
"391",390,18710302,"Room 602 Cathedral of Learning","Pittsburgh"," The University of Pittsburgh",-79.953972,40.440609
"392",391,4816402,"Northland Public Library","Pittsburgh"," 300 Cumberland Road",-80.034645,40.571003
"393",392,20841982,"46th and Butler ","Pittsburgh"," 46th and Butler ",-79.958817,40.47279
"394",393,1630673,"Bushy Run Battlefield","Jeanette"," 1253 Bushy Run Rd.",-79.623558,40.353489
"395",394,723199,"Highland Park","Pittsburgh"," N Highland Ave & Reservoir Dr",-79.915873,40.478916
"396",395,6725102,"PNC Park","Pittsburgh"," 115 Federal Street",-80.005669,40.446945
"397",396,15534812,"Dukes Station III","Pittsburgh"," 1910 Cochran Road",-80.062973,40.394016
"398",397,3035311,"Southside Riverfront Park","Pittsburgh"," South 18th Street",-79.980798,40.426523
"399",398,24035056,"Bellefield Hall","Pittsburgh"," 340 S Bellefield Ave",-79.951347,40.445282
"400",399,23997447,"Castle Shannon Fire Department Fire Hall","Pittsburgh"," 3600 Library Rd",-80.017593,40.365307
"401",400,24206245,"Light Up Night Parade","Irwin"," 6th Street",-79.706917,40.330219
"402",401,5107642,"Carnegie Museum of Art Theater","Pittsburgh"," 4400 Forbes Ave",-79.950623,40.443626
"403",402,24077814,"Grants Shelter South Park","South Park"," E Park Dr. ",-79.994881,40.322826
"404",403,23583711,"Irma Freeman Center for Imagination","Pittsburgh"," 5006 Penn Ave ",-79.943771,40.465092
"405",404,23981318,"Point Park College","Pittsburgh"," University Center 414 Wood Street",0,0
"406",405,24052605,"817R Cathedral of Learning","Pittsburgh"," University of Pittsburgh",-79.953972,40.440609
"407",406,858565,"Buckhead Saloon","Pittsburgh"," 225 Station Square",-80.003711,40.432542
"408",407,23813675,"Carnegie Library of Pittsburgh","Pittsburgh"," 612 Smithfield St",-79.997383,40.441776
"409",408,5351532,"Murrysville Community Center","Pittsburgh"," 3091 Carson Ave. Murrysville 15668",-79.694313,40.425285
"410",409,810447,"Redbeards Bar","Pittsburgh"," 201 Shiloh St",-80.00739,40.430716
"411",410,8062982,"Tilted Kilt Pub & Eatery","Pittsburgh"," 353 North Shore Drive",-80.010818,40.445938
"412",411,24106050,"Squirrel Hill Branch of the Carnegie Library","Pittsburgh"," 5801 Forbes Avenue",-79.92263,40.438454
"413",412,24132999,"St Mary of the Mount Parish","Pittsburgh"," Mt Washington",-80.011574,40.42767
"414",413,12034602,"Kresge Theater","Pittsburgh"," Carnegie Mellon University",-79.941574,40.443504
"415",414,931277,"Bellefield Auditorium ","Pittsburgh"," 315 S. Bellefield Ave ",-79.951683,40.445962
"416",415,24198197,"Heinz Hall Regency Rooms","Pittsburgh"," 6th and Penn Aves",-80.002167,40.442722
"417",416,24216603,"EQT Plaza","Pittsburgh"," Liberty Avenue",-79.976349,40.455307
"418",417,854288,"The Union Project","Pittsburgh"," 801 N. Negley Ave.",-79.926278,40.471529
"419",418,24076333,"Settlers Cabin","Pittsburgh"," Ridge Road",-79.858467,40.419937
"420",419,674813,"Heinz History center","Pittsburgh"," 1212 Smallman St",-79.9929,40.44648
"421",420,20190062,"Green Tree Municipal Center Park","Pittsburgh"," 10 West Manilla Avenue",-80.047058,40.418758
"422",421,24181034," soldiers and sailers","Pittsburgh"," fitth and bigellow blvd",-79.954842,40.444298
"423",422,23605057,"Iceoplex at Southpointe","Canonsburg"," 114 Southpointe Blvd",-80.160919,40.27462
"424",423,674857,"Mullaney\'s Harp and Fiddle","Pittsburgh"," 2329 Penn Ave",-79.98126,40.452984
"425",424,24194981,"Equilibrium Pittsburgh Pilates Studio","Wexford"," 10925 Perry Highway",-80.055679,40.61726
"426",425,9519742,"National Aviary","Pittsburgh"," 700 Arch Street",-80.008881,40.452343
"427",426,21659022,"Henry Heymann Theater","Pittsburgh"," 4301 Forbes Ave ",-79.950516,40.444019
"428",427,949143,"The Cabana Bar at the Oxford Club","Wexford"," 100 Village Club Drive ",-80.052842,40.633237
"429",428,24012359,"South Park Amphitheater","Pittsburgh"," McCorkle Road and Brownsville Road",-79.995415,40.302334
"430",429,5431112,"2017 Cathedral of Learning","Pittsburgh"," University of Pittsburth",-79.959,40.444141
"431",430,22996552,"The Maker Theater","Pittsburgh"," 5950 Ellsworth Ave",-79.925491,40.458763
"432",431,23690449,"Grist House Brewing","Pittsburgh"," 10 E Sherman St",-79.972046,40.478786
"433",432,18616592,"Hack Pittsburgh","Pittsburgh"," 1936 Fifth Ave",-79.978737,40.438244
"434",433,556179,"Carson City Saloon","Pittsburgh"," 1401 E. Carson Street",-79.98416,40.42882
"435",434,24220517,"Carnegie Library of Pittsburgh - Main","Pittsburgh"," 4400 Forbes Avenue",-79.949913,40.443195
"436",435,738722,"Hard Rock Cafe","Pittsburgh"," W Station Square Dr",-80.011029,40.436614
"437",436,833132,"Mattress Factory","Pittsburgh"," 500 Sampsonia Way",-80.012404,40.456794
"438",437,6195992,"Roberto Clemente Memorial Park","Pittsburgh"," Pittsburgh PA",-80.021034,40.447826
"439",438,20715682,"Alphabet City Tent","Pittsburgh"," 320 Sampsonia Way",-80.011147,40.457176
"440",439,7435612,"Brillobox","Pittsburgh"," 4104 Penn Avenue",-79.95475,40.465668
"441",440,24216613,"Drew Mathieson Center","Pittsburgh"," 1600 Metropolitan Street",-80.030602,40.455532
"442",441,11089472,"Ross Township Community Center","Pittsburgh"," 1000 Ross Municipal Drive",-80.006271,40.516071
"443",442,24135283,"Allegheny County","Pittsburgh","15222",-79.993401,40.447525
"444",443,5251472,"David L. Lawrence Convention Center","Pittsburgh"," 1000 Fort Duquesne Boulevard",-79.995941,40.445377
"445",444,24003869,"New Hazlett Theater","Pittsburgh"," 6 Allegheny Sq",-80.006554,40.45224
"446",445,8458692,"The Hop House","Pittsburgh"," 2749 Noblestown Road",-80.066444,40.421051
"447",446,18288442,"4217 Posvar Hall","Pittsburgh"," The University of Pittsburgh",-79.953972,40.440609
"448",447,23732286,"2315 Doherty Hall Carnegie Mellon University","Pittsburgh"," 5000 Forbes Ave",-79.942047,40.444118
"449",448,17316662,"Carnegie Science Center","Pittsburgh"," 1 Allegheny Avenue",-80.017593,40.446014
"450",449,21508182,"Rum Runners","Pittsburgh"," 3385 Babcock Blvd",-80.021797,40.536888
"451",450,24051060,"Panera Bread","Pittsburgh"," 136 Bakery Square Blvd",-79.915154,40.456512
"452",451,4384222,"East Liberty Presbyterian Church","Pittsburgh"," 116 South Highland Avenue",-79.925354,40.460972
"453",452,1901291,"Market Square","Pittsburgh"," Market Street",-80.003006,40.440025
"454",453,1212461,"University Club","Pittsburgh"," 123 University Place",-79.956902,40.444099
"455",454,24137979,"End of Donner Street ","Boston"," Donner Street",-79.827484,40.310974
"456",455,24035049,"First Baptist Church of Pittsburgh","Pittsburgh"," 159 N Bellefield Ave",-79.952789,40.447842
"457",456,23834334,"Hartwood Acres","Pittsburgh"," 200 Hartwood Acres",-79.905731,40.565067
"458",457,1540813,"Cannon Coffee","Pittsburgh"," 802 Brookline Boulevard",-80.020142,40.393463
"459",458,23968613,"Carnegie Library of Pittsburgh - Main","Pittsburgh"," 4400 Forbes Avenue",0,0
"460",459,9086712,"Frick Park (Blue Slide Playground)","Squirrel Hill"," Beechwood Blvd & Nicholson St",-79.915207,40.430264
"461",460,24209316,"Yoga Digs","Pittsburgh"," 993 Greentree Rd. ",-80.045021,40.417686
"462",461,24187822,"Cathedral of Learning Commons","Pittsburgh"," The University of Pittsburgh",-79.953171,40.444256
"463",462,23587569,"105 Mervis Hall Kartz Business School","Pittsburgh"," The University of Pittsburgh",-79.953972,40.440609
"464",463,23815072,"Joe\'s Bar and Grill","West Mifflin"," 4814 Buttermilk Hollow Rd",-79.909576,40.358185
"465",464,23583880,"Sampson\'s Mills Presbyterian Church","White Oak"," 1665 Lincoln Way",-79.815643,40.345718
"466",465,23765536,"Biddle\'s Escape","Pittsburgh"," 401 Biddle Ave (Regent Square) 15221",0,0
"467",466,8438002,"North Park Pigeon Shelter","Allison Park"," McKinney Rd",-80.02826,40.61394
"468",467,10872092,"RAMADA GREENSBURG HOTEL AND CONFERENCE CENTER","Greensburg"," 100 Ramada Inn Drive",-79.538925,40.301456
"469",468,23752694,"Carnegie Library of Pittsburgh - Main","Pittsburgh"," 4400 Forbes Avenue",-79.948845,40.443424
"470",469,5159022,"Alumni Concert Hall Carnegie Mellon University","Pittsburgh"," Carnegie Mellon U",-79.945038,40.444664
"471",470,24095211,"North Park Parish Hill Shelter","Allison Park"," Walter Road",-80.01492,40.60237
"472",471,24065051,"332 Cathedral of Learning","Pittsburgh"," The University of Pittsburgh",-79.953972,40.440609
"473",472,23972671,"Parish Hill","Pittsburgh"," North Park",-80.01491,40.60234
"474",473,24095286,"The Waterfront","Pittsburgh"," 185 W. Waterfront Drive Homestead PA 15120",-79.918137,40.408905
"475",474,965994,"Pittsburgh Zoo and PPG Aquarium","Pittsburgh"," One Wild Place",-79.920021,40.483208
"476",475,6466802,"Sidelines Bar & Grill","Pittsburgh"," 621 Evergreen Avenue",-79.972321,40.485489
"477",476,23603543,"Sparkledragon\'s Magical Emporium","Pittsburgh"," 2120 Broadway Ave",-80.033188,40.404533
"478",477,24057042,"129 Victoria Hall","Pittsburgh"," The University of Pittsburgh",0,0
"479",478,1321213,"Lakeview Grove-North Park","Allison Park"," North Ridge Lane ",-80.006732,40.608727
"480",479,5184822,"James Street Gastropub & Speakeasy","Pittsburgh"," 422 Foreland Street",-80.000999,40.454327
"481",480,20785402,"City Theatre","Pittsburgh"," 1300 Bingham St",-79.985237,40.429359
"482",481,18206022,"Winchester Thurston School","Pittsburgh"," 555 Morewood Ave",-79.943138,40.451195
"483",482,24110221,"Market Street Grocery","Pittsburgh"," 435 Market Street",-80.00248,40.441196
"484",483,1435867,"Cattivo","Pittsburgh"," 146 44th. St.",-79.961687,40.472509
"485",484,9877242,"Carnegie Library of Pittsburgh - Brookline Branch","Pittsburgh"," 708 Brookline Boulevard",-80.021362,40.394524
"486",485,24173444,"Carnegie Library of Pittsburgh - Beechview","Pittsburgh"," 1910 Broadway Avenue",-80.02774,40.407024
"487",486,684981,"Carnegie Library Main (Oakland)","Pittsburgh"," 4400 Forbes Ave",-79.949267,40.444139
"488",487,24065228,"McKean Lot","Pittsburgh"," 5050 Liberty Avenue",-79.944336,40.459099
"489",488,23974939,"Carnegie Library of Pittsburgh - East Liberty","Pittsburgh"," 130 S Whitfield St",-79.926414,40.460835
"490",489,9846542,"Commons Room Cathedral of Learning","Pittsburgh"," The University of Pittsburgh",-79.959839,40.444595
"491",490,6394202,"Rachel Carson Trail","Near Pittsburgh"," Different start points",-79.995888,40.440624
"492",491,23718869,"Ballroom A University Club","Pittsburgh"," 123 University Place",-79.956894,40.444096
"493",492,24040705,"Neu Kirche Contemporary Art Center","Pittsburgh"," 1000 Madison Avenue",-79.99762,40.456715
"494",493,24187818,"Pitt Nationality Rooms","Pittsburgh"," The University of Pittsburgh",-79.953171,40.444256
"495",494,19960802,"Hitchhiker Brewing Company","Mount Lebanon"," 190 Castle Shannon Boulevard",-80.040382,40.377621
"496",495,23961905,"Voodoo Brewery","Homestead"," 205 E 9th Ave",-79.909836,40.406574
"497",496,24071693,"Eat \'N Park - Waterworks/Aspinwall","Pittsburgh"," 849 Freeport Rd",-79.891792,40.48703
"498",497,18508412,"Lower Lounge William Pitt Union","Pittsburgh"," The University of Pittsburgh",-79.953972,40.440609
"499",498,24028053,"CLP-Woods Run","Pittsburgh"," 1201 Woods Run Ave.",-80.030357,40.476238
"500",499,13446692,"Rodef Shalom Congregation","Pittsburgh"," 4905 Fifth Avenue",-79.943314,40.44796
"501",500,18975172,"Cranberry Sports Grille","Cranberry Twp"," 1294 Freedom Rd",-80.110771,40.68462
"502",501,881726,"Rock Bottom Brewery & Restaurant","Homestead"," 171 E. Bridge St.",-79.918668,40.407738
"503",502,23946691,"Nicky\'s Thai Kitchen","Pittsburgh"," 856 Western Ave",-80.016182,40.452099
"504",503,23954718,"monroeville public library","Monroeville"," 4000 Gateway Campus Blvd.",-79.755966,40.429394
"505",504,23967017,"Church Brew Works","Pittsburgh"," 3525 Liberty Ave",-79.964394,40.46244
"506",505,23985730,"Flagstaff Hill","Pittsburgh"," Schenley Park",-79.949791,40.434441
"507",506,19946762,"Patron Mexican Grill","Pittsburgh"," 135 S Highland Ave",-79.924995,40.460056
"508",507,12458192,"Dorba Tea","Pittsburgh"," 1937 Murray Avenue",-79.922806,40.434963
"509",508,16657262,"Naya Cuisine","Pittsburgh"," 2018 Murray Ave",-79.923012,40.434193
"510",509,1261943,"Silk Elephant Restaurant","Pittsburgh"," 1712 Murray Avenue",-79.922972,40.437581
"511",510,24009426,"The Yard Gastropub","Pittsburgh"," 736 Bellefonte St",-79.934036,40.451477
"512",511,1063928,"Hough\'s Sports Bar","Pittsburgh"," 563 Greenfield Ave",-79.940277,40.426213
"513",512,359436,"Market Square","Pittsburgh"," 5 Market Square",-80.002556,40.440346
"514",513,19592112,"Edgeworth Club","Sewickley"," 511 East Dr",-80.18721,40.54636
"515",514,19772992,"Moon Run Fire Company","Pittsburgh"," 5624 Steubenville Pike",-80.11705,40.45023
"516",515,997536,"Millvale River Front Park","Millvale"," 70 River Front Drive",-79.971167,40.473103
"517",516,1038240,"Panera Bread (Shadyside)","Pittsburgh"," 5430 Centre Avenue",-79.937332,40.456172
"518",517,10964302,"James Street Gastropub & Speakeasy","Pittsburgh"," 422 Foreland Street",-80.001251,40.454563
